county,precinct,office,district,party,candidate,votes,,,,,
Sullivan,Bethel 2,U.S. Senate,,,Total,243,,,,,
Sullivan,Bethel 2,U.S. House,19,DEM,Zephyr Teachout,227,,,,,
Sullivan,Bethel 2,U.S. House,19,REP,John J. Faso,238,,,,,
Sullivan,Bethel 2,U.S. House,19,CON,John J. Faso,54,,,,,
Sullivan,Bethel 2,U.S. House,19,WFP,Zephyr Teachout,21,,,,,
Sullivan,Bethel 2,U.S. House,19,IND,John J. Faso,13,,,,,
Sullivan,Bethel 2,U.S. House,19,REF,John J. Faso,1,,,,,
Sullivan,Bethel 2,U.S. House,19,,Write-ins,0,,,,,
Sullivan,Bethel 2,U.S. House,19,,Void,0,,,,,
Sullivan,Bethel 2,U.S. House,19,,Blank,19,,,,,
Sullivan,Bethel 2,U.S. House,19,,Total,243,,,,,
Sullivan,Bethel 2,State Senate,42,DEM,Pramilla S. Malick,64,,,,,
Sullivan,Bethel 2,State Senate,42,REP,John J. Bonacic,115,,,,,
Sullivan,Bethel 2,State Senate,42,CON,John J. Bonacic,22,,,,,
Sullivan,Bethel 2,State Senate,42,IND,John J. Bonacic,12,,,,,
Sullivan,Bethel 2,State Senate,42,REF,John J. Bonacic,1,,,,,
Sullivan,Bethel 2,State Senate,42,,Write-ins,0,,,,,
Sullivan,Bethel 2,State Senate,42,,Void,0,,,,,
Sullivan,Bethel 2,State Senate,42,,Blank,29,,,,,
Sullivan,Bethel 2,State Senate,42,,Total,243,,,,,
Sullivan,Bethel 2,State House,100,DEM,Aileen M. Gunther,119,,,,,
Sullivan,Bethel 2,State House,100,WFP,Aileen M. Gunther,12,,,,,
Sullivan,Bethel 2,State House,100,IND,Aileen M. Gunther,24,,,,,
Sullivan,Bethel 2,State House,100,,Write-ins,0,,,,,
Sullivan,Bethel 2,State House,100,,Void,0,,,,,
Sullivan,Bethel 2,State House,100,,Blank,88,,,,,
Sullivan,Bethel 2,State House,100,,Total,243,,,,,
Sullivan,Bethel 3,President,,DEM,Hillary Clinton - Tim Kaine,174,,,,,
Sullivan,Bethel 3,President,,REP,Donald J. Trump - Michael R. Pence,168,,,,,
Sullivan,Bethel 3,President,,CON,Donald J. Trump - Michael R. Pence,26,,,,,
Sullivan,Bethel 3,President,,GRN,Jill Stein - Ajamu Baraka,3,,,,,
Sullivan,Bethel 3,President,,WFP,Hillary Clinton - Tim Kaine,14,,,,,
Sullivan,Bethel 3,President,,IND,Gary Johnson  - Bill Weld,8,,,,,
Sullivan,Bethel 3,President,,WEP,Hillary Clinton - Tim Kaine,2,,,,,
Sullivan,Bethel 3,President,,LBT,Gary Johnson -  Bill Weld,3,,,,,
Sullivan,Bethel 3,President,,,Write-ins,0,,,,,
Sullivan,Bethel 3,President,,,Void,1,,,,,
Sullivan,Bethel 3,President,,,Blank,6,,,,,
Sullivan,Bethel 3,President,,,Scattering,3,,,,,
Sullivan,Bethel 3,President,,,Total,408,,,,,
Sullivan,Bethel 3,U.S. Senate,,DEM,Charles E. Schumer,206,,,,,
Sullivan,Bethel 3,U.S. Senate,,REP,Wendy Long,94,,,,,
Sullivan,Bethel 3,U.S. Senate,,CON,Wendy Long,27,,,,,
Sullivan,Bethel 3,U.S. Senate,,GRN,Robin Laverne Wilson,7,,,,,
Sullivan,Bethel 3,U.S. Senate,,WFP,Charles E. Schumer,21,,,,,
Sullivan,Bethel 3,U.S. Senate,,IND,Charles E. Schumer,13,,,,,
Sullivan,Bethel 3,U.S. Senate,,WEP,Charles E. Schumer,2,,,,,
Sullivan,Bethel 3,U.S. Senate,,REF,Wendy Long,0,,,,,
Sullivan,Bethel 3,U.S. Senate,,LBT,Alex Merced,4,,,,,
Sullivan,Bethel 3,U.S. Senate,,,Write-ins,1,,,,,
Sullivan,Bethel 3,U.S. Senate,,,Void,3,,,,,
Sullivan,Bethel 3,U.S. Senate,,,Blank,30,,,,,
Sullivan,Bethel 3,U.S. Senate,,,Total,408,,,,,
Sullivan,Bethel 3,U.S. House,19,DEM,Zephyr Teachout,161,,,,,
Sullivan,Bethel 3,U.S. House,19,REP,John J. Faso,139,,,,,
Sullivan,Bethel 3,U.S. House,19,CON,John J. Faso,29,,,,,
Sullivan,Bethel 3,U.S. House,19,WFP,Zephyr Teachout,26,,,,,
Sullivan,Bethel 3,U.S. House,19,IND,John J. Faso,11,,,,,
Sullivan,Bethel 3,U.S. House,19,REF,John J. Faso,0,,,,,
Sullivan,Bethel 3,U.S. House,19,,Write-ins,0,,,,,
Sullivan,Bethel 3,U.S. House,19,,Void,1,,,,,
Sullivan,Bethel 3,U.S. House,19,,Blank,41,,,,,
Sullivan,Bethel 3,U.S. House,19,,Total,408,,,,,
Sullivan,Bethel 3,State Senate,42,DEM,Pramilla S. Malick,128,,,,,
Sullivan,Bethel 3,State Senate,42,REP,John J. Bonacic,170,,,,,
Sullivan,Bethel 3,State Senate,42,CON,John J. Bonacic,38,,,,,
Sullivan,Bethel 3,State Senate,42,IND,John J. Bonacic,20,,,,,
Sullivan,Bethel 3,State Senate,42,REF,John J. Bonacic,2,,,,,
Sullivan,Bethel 3,State Senate,42,,Write-ins,0,,,,,
Sullivan,Bethel 3,State Senate,42,,Void,1,,,,,
Sullivan,Bethel 3,State Senate,42,,Blank,49,,,,,
Sullivan,Bethel 3,State Senate,42,,Total,408,,,,,
Sullivan,Bethel 3,State House,100,DEM,Aileen M. Gunther,201,,,,,
Sullivan,Bethel 3,State House,100,WFP,Aileen M. Gunther,29,,,,,
Sullivan,Bethel 3,State House,100,IND,Aileen M. Gunther,29,,,,,
Sullivan,Bethel 3,State House,100,,Write-ins,0,,,,,
Sullivan,Bethel 3,State House,100,,Void,1,,,,,
Sullivan,Bethel 3,State House,100,,Blank,148,,,,,
Sullivan,Bethel 3,State House,100,,Total,408,,,,,
Sullivan,Bethel 4,President,,DEM,Hillary Clinton - Tim Kaine,276,,,,,
Sullivan,Bethel 4,President,,REP,Donald J. Trump - Michael R. Pence,274,,,,,
Sullivan,Bethel 4,President,,CON,Donald J. Trump - Michael R. Pence,43,,,,,
Sullivan,Bethel 4,President,,GRN,Jill Stein - Ajamu Baraka,8,,,,,
Sullivan,Bethel 4,President,,WFP,Hillary Clinton - Tim Kaine,12,,,,,
Sullivan,Bethel 4,President,,IND,Gary Johnson  - Bill Weld,14,,,,,
Sullivan,Bethel 4,President,,WEP,Hillary Clinton - Tim Kaine,6,,,,,
Sullivan,Bethel 4,President,,LBT,Gary Johnson -  Bill Weld,2,,,,,
Sullivan,Bethel 4,President,,,Write-ins,0,,,,,
Sullivan,Bethel 4,President,,,Void,2,,,,,
Sullivan,Bethel 4,President,,,Blank,3,,,,,
Sullivan,Bethel 4,President,,,Scattering,3,,,,,
Sullivan,Bethel 4,President,,,Total,643,,,,,
Sullivan,Bethel 4,U.S. Senate,,DEM,Charles E. Schumer,341,,,,,
Sullivan,Bethel 4,U.S. Senate,,REP,Wendy Long,166,,,,,
Sullivan,Bethel 4,U.S. Senate,,CON,Wendy Long,33,,,,,
Sullivan,Bethel 4,U.S. Senate,,GRN,Robin Laverne Wilson,7,,,,,
Sullivan,Bethel 4,U.S. Senate,,WFP,Charles E. Schumer,27,,,,,
Sullivan,Bethel 4,U.S. Senate,,IND,Charles E. Schumer,24,,,,,
Sullivan,Bethel 4,U.S. Senate,,WEP,Charles E. Schumer,7,,,,,
Sullivan,Bethel 4,U.S. Senate,,REF,Wendy Long,3,,,,,
Sullivan,Bethel 4,U.S. Senate,,LBT,Alex Merced,4,,,,,
Sullivan,Bethel 4,U.S. Senate,,,Write-ins,0,,,,,
Sullivan,Bethel 4,U.S. Senate,,,Void,2,,,,,
Sullivan,Bethel 4,U.S. Senate,,,Blank,29,,,,,
Sullivan,Bethel 4,U.S. Senate,,,Total,643,,,,,
Sullivan,Bethel 4,U.S. House,19,DEM,Zephyr Teachout,269,,,,,
Sullivan,Bethel 4,U.S. House,19,REP,John J. Faso,230,,,,,
Sullivan,Bethel 4,U.S. House,19,CON,John J. Faso,47,,,,,
Sullivan,Bethel 4,U.S. House,19,WFP,Zephyr Teachout,25,,,,,
Sullivan,Bethel 4,U.S. House,19,IND,John J. Faso,16,,,,,
Sullivan,Bethel 4,U.S. House,19,REF,John J. Faso,2,,,,,
Sullivan,Bethel 4,U.S. House,19,,Write-ins,0,,,,,
Sullivan,Bethel 4,U.S. House,19,,Void,1,,,,,
Sullivan,Bethel 4,U.S. House,19,,Blank,53,,,,,
Sullivan,Bethel 4,U.S. House,19,,Total,643,,,,,
Sullivan,Bethel 4,State Senate,42,DEM,Pramilla S. Malick,199,,,,,
Sullivan,Bethel 4,State Senate,42,REP,John J. Bonacic,293,,,,,
Sullivan,Bethel 4,State Senate,42,CON,John J. Bonacic,54,,,,,
Sullivan,Bethel 4,State Senate,42,IND,John J. Bonacic,40,,,,,
Sullivan,Bethel 4,State Senate,42,REF,John J. Bonacic,2,,,,,
Sullivan,Bethel 4,State Senate,42,,Write-ins,0,,,,,
Sullivan,Bethel 4,State Senate,42,,Void,1,,,,,
Sullivan,Bethel 4,State Senate,42,,Blank,54,,,,,
Sullivan,Bethel 4,State Senate,42,,Total,643,,,,,
Sullivan,Bethel 4,State House,100,DEM,Aileen M. Gunther,349,,,,,
Sullivan,Bethel 4,State House,100,WFP,Aileen M. Gunther,41,,,,,
Sullivan,Bethel 4,State House,100,IND,Aileen M. Gunther,48,,,,,
Sullivan,Bethel 4,State House,100,,Write-ins,0,,,,,
Sullivan,Bethel 4,State House,100,,Void,3,,,,,
Sullivan,Bethel 4,State House,100,,Blank,202,,,,,
Sullivan,Bethel 4,State House,100,,Total,643,,,,,
Sullivan,Callicoon 1,President,,DEM,Hillary Clinton - Tim Kaine,236,,,,,
Sullivan,Callicoon 1,President,,REP,Donald J. Trump - Michael R. Pence,323,,,,,
Sullivan,Callicoon 1,President,,CON,Donald J. Trump - Michael R. Pence,37,,,,,
Sullivan,Callicoon 1,President,,GRN,Jill Stein - Ajamu Baraka,12,,,,,
Sullivan,Callicoon 1,President,,WFP,Hillary Clinton - Tim Kaine,11,,,,,
Sullivan,Callicoon 1,President,,IND,Gary Johnson  - Bill Weld,8,,,,,
Sullivan,Callicoon 1,President,,WEP,Hillary Clinton - Tim Kaine,3,,,,,
Sullivan,Callicoon 1,President,,LBT,Gary Johnson -  Bill Weld,10,,,,,
Sullivan,Callicoon 1,President,,,Write-ins,2,,,,,
Sullivan,Callicoon 1,President,,,Void,1,,,,,
Sullivan,Callicoon 1,President,,,Blank,9,,,,,
Sullivan,Callicoon 1,President,,,Scattering,2,,,,,
Sullivan,Callicoon 1,President,,,Total,654,,,,,
Sullivan,Callicoon 1,U.S. Senate,,DEM,Charles E. Schumer,299,,,,,
Sullivan,Callicoon 1,U.S. Senate,,REP,Wendy Long,230,,,,,
Sullivan,Callicoon 1,U.S. Senate,,CON,Wendy Long,25,,,,,
Sullivan,Callicoon 1,U.S. Senate,,GRN,Robin Laverne Wilson,5,,,,,
Sullivan,Callicoon 1,U.S. Senate,,WFP,Charles E. Schumer,23,,,,,
Sullivan,Callicoon 1,U.S. Senate,,IND,Charles E. Schumer,16,,,,,
Sullivan,Callicoon 1,U.S. Senate,,WEP,Charles E. Schumer,0,,,,,
Sullivan,Callicoon 1,U.S. Senate,,REF,Wendy Long,3,,,,,
Sullivan,Callicoon 1,U.S. Senate,,LBT,Alex Merced,3,,,,,
Sullivan,Callicoon 1,U.S. Senate,,,Write-ins,0,,,,,
Sullivan,Callicoon 1,U.S. Senate,,,Void,0,,,,,
Sullivan,Callicoon 1,U.S. Senate,,,Blank,50,,,,,
Sullivan,Callicoon 1,U.S. Senate,,,Total,654,,,,,
Sullivan,Callicoon 1,U.S. House,19,DEM,Zephyr Teachout,249,,,,,
Sullivan,Callicoon 1,U.S. House,19,REP,John J. Faso,292,,,,,
Sullivan,Callicoon 1,U.S. House,19,CON,John J. Faso,34,,,,,
Sullivan,Callicoon 1,U.S. House,19,WFP,Zephyr Teachout,24,,,,,
Sullivan,Callicoon 1,U.S. House,19,IND,John J. Faso,10,,,,,
Sullivan,Callicoon 1,U.S. House,19,REF,John J. Faso,2,,,,,
Sullivan,Callicoon 1,U.S. House,19,,Write-ins,0,,,,,
Sullivan,Callicoon 1,U.S. House,19,,Void,0,,,,,
Sullivan,Callicoon 1,U.S. House,19,,Blank,43,,,,,
Sullivan,Callicoon 1,U.S. House,19,,Total,654,,,,,
Sullivan,Callicoon 1,State Senate,42,DEM,Pramilla S. Malick,190,,,,,
Sullivan,Callicoon 1,State Senate,42,REP,John J. Bonacic,336,,,,,
Sullivan,Callicoon 1,State Senate,42,CON,John J. Bonacic,41,,,,,
Sullivan,Callicoon 1,State Senate,42,IND,John J. Bonacic,22,,,,,
Sullivan,Callicoon 1,State Senate,42,REF,John J. Bonacic,1,,,,,
Sullivan,Callicoon 1,State Senate,42,,Write-ins,1,,,,,
Sullivan,Callicoon 1,State Senate,42,,Void,0,,,,,
Sullivan,Callicoon 1,State Senate,42,,Blank,63,,,,,
Sullivan,Callicoon 1,State Senate,42,,Total,654,,,,,
Sullivan,Callicoon 1,State House,100,DEM,Aileen M. Gunther,328,,,,,
Sullivan,Callicoon 1,State House,100,WFP,Aileen M. Gunther,44,,,,,
Sullivan,Callicoon 1,State House,100,IND,Aileen M. Gunther,44,,,,,
Sullivan,Callicoon 1,State House,100,,Write-ins,1,,,,,
Sullivan,Callicoon 1,State House,100,,Void,0,,,,,
Sullivan,Callicoon 1,State House,100,,Blank,237,,,,,
Sullivan,Callicoon 1,State House,100,,Total,654,,,,,
Sullivan,Callicoon 2,President,,DEM,Hillary Clinton - Tim Kaine,163,,,,,
Sullivan,Callicoon 2,President,,REP,Donald J. Trump - Michael R. Pence,220,,,,,
Sullivan,Callicoon 2,President,,CON,Donald J. Trump - Michael R. Pence,19,,,,,
Sullivan,Callicoon 2,President,,GRN,Jill Stein - Ajamu Baraka,13,,,,,
Sullivan,Callicoon 2,President,,WFP,Hillary Clinton - Tim Kaine,11,,,,,
Sullivan,Callicoon 2,President,,IND,Gary Johnson  - Bill Weld,7,,,,,
Sullivan,Callicoon 2,President,,WEP,Hillary Clinton - Tim Kaine,4,,,,,
Sullivan,Callicoon 2,President,,LBT,Gary Johnson -  Bill Weld,0,,,,,
Sullivan,Callicoon 2,President,,,Write-ins,1,,,,,
Sullivan,Callicoon 2,President,,,Void,0,,,,,
Sullivan,Callicoon 2,President,,,Blank,3,,,,,
Sullivan,Callicoon 2,President,,,Scattering,3,,,,,
Sullivan,Callicoon 2,President,,,Total,444,,,,,
Sullivan,Callicoon 2,U.S. Senate,,DEM,Charles E. Schumer,207,,,,,
Sullivan,Callicoon 2,U.S. Senate,,REP,Wendy Long,141,,,,,
Sullivan,Callicoon 2,U.S. Senate,,CON,Wendy Long,19,,,,,
Sullivan,Callicoon 2,U.S. Senate,,GRN,Robin Laverne Wilson,13,,,,,
Sullivan,Callicoon 2,U.S. Senate,,WFP,Charles E. Schumer,18,,,,,
Sullivan,Callicoon 2,U.S. Senate,,IND,Charles E. Schumer,10,,,,,
Sullivan,Callicoon 2,U.S. Senate,,WEP,Charles E. Schumer,3,,,,,
Sullivan,Callicoon 2,U.S. Senate,,REF,Wendy Long,1,,,,,
Sullivan,Callicoon 2,U.S. Senate,,LBT,Alex Merced,2,,,,,
Sullivan,Callicoon 2,U.S. Senate,,,Write-ins,0,,,,,
Sullivan,Callicoon 2,U.S. Senate,,,Void,0,,,,,
Sullivan,Callicoon 2,U.S. Senate,,,Blank,30,,,,,
Sullivan,Callicoon 2,U.S. Senate,,,Total,444,,,,,
Sullivan,Callicoon 2,U.S. House,19,DEM,Zephyr Teachout,175,,,,,
Sullivan,Callicoon 2,U.S. House,19,REP,John J. Faso,188,,,,,
Sullivan,Callicoon 2,U.S. House,19,CON,John J. Faso,25,,,,,
Sullivan,Callicoon 2,U.S. House,19,WFP,Zephyr Teachout,17,,,,,
Sullivan,Callicoon 2,U.S. House,19,IND,John J. Faso,6,,,,,
Sullivan,Callicoon 2,U.S. House,19,REF,John J. Faso,0,,,,,
Sullivan,Callicoon 2,U.S. House,19,,Write-ins,0,,,,,
Sullivan,Callicoon 2,U.S. House,19,,Void,0,,,,,
Sullivan,Callicoon 2,U.S. House,19,,Blank,33,,,,,
Sullivan,Callicoon 2,U.S. House,19,,Total,444,,,,,
Sullivan,Callicoon 2,State Senate,42,DEM,Pramilla S. Malick,152,,,,,
Sullivan,Callicoon 2,State Senate,42,REP,John J. Bonacic,215,,,,,
Sullivan,Callicoon 2,State Senate,42,CON,John J. Bonacic,29,,,,,
Sullivan,Callicoon 2,State Senate,42,IND,John J. Bonacic,13,,,,,
Sullivan,Callicoon 2,State Senate,42,REF,John J. Bonacic,1,,,,,
Sullivan,Callicoon 2,State Senate,42,,Write-ins,0,,,,,
Sullivan,Callicoon 2,State Senate,42,,Void,0,,,,,
Sullivan,Callicoon 2,State Senate,42,,Blank,34,,,,,
Sullivan,Callicoon 2,State Senate,42,,Total,444,,,,,
Sullivan,Callicoon 2,State House,100,DEM,Aileen M. Gunther,231,,,,,
Sullivan,Callicoon 2,State House,100,WFP,Aileen M. Gunther,26,,,,,
Sullivan,Callicoon 2,State House,100,IND,Aileen M. Gunther,27,,,,,
Sullivan,Callicoon 2,State House,100,,Write-ins,0,,,,,
Sullivan,Callicoon 2,State House,100,,Void,0,,,,,
Sullivan,Callicoon 2,State House,100,,Blank,160,,,,,
Sullivan,Callicoon 2,State House,100,,Total,444,,,,,
Sullivan,Callicoon 3,President,,DEM,Hillary Clinton - Tim Kaine,138,,,,,
Sullivan,Callicoon 3,President,,REP,Donald J. Trump - Michael R. Pence,224,,,,,
Sullivan,Callicoon 3,President,,CON,Donald J. Trump - Michael R. Pence,36,,,,,
Sullivan,Callicoon 3,President,,GRN,Jill Stein - Ajamu Baraka,4,,,,,
Sullivan,Callicoon 3,President,,WFP,Hillary Clinton - Tim Kaine,5,,,,,
Sullivan,Callicoon 3,President,,IND,Gary Johnson  - Bill Weld,11,,,,,
Sullivan,Callicoon 3,President,,WEP,Hillary Clinton - Tim Kaine,1,,,,,
Sullivan,Callicoon 3,President,,LBT,Gary Johnson -  Bill Weld,4,,,,,
Sullivan,Callicoon 3,President,,,Write-ins,0,,,,,
Sullivan,Callicoon 3,President,,,Void,0,,,,,
Sullivan,Callicoon 3,President,,,Blank,3,,,,,
Sullivan,Callicoon 3,President,,,Scattering,2,,,,,
Sullivan,Callicoon 3,President,,,Total,428,,,,,
Sullivan,Callicoon 3,U.S. Senate,,DEM,Charles E. Schumer,177,,,,,
Sullivan,Callicoon 3,U.S. Senate,,REP,Wendy Long,156,,,,,
Sullivan,Callicoon 3,U.S. Senate,,CON,Wendy Long,26,,,,,
Sullivan,Callicoon 3,U.S. Senate,,GRN,Robin Laverne Wilson,3,,,,,
Sullivan,Callicoon 3,U.S. Senate,,WFP,Charles E. Schumer,16,,,,,
Sullivan,Callicoon 3,U.S. Senate,,IND,Charles E. Schumer,14,,,,,
Sullivan,Callicoon 3,U.S. Senate,,WEP,Charles E. Schumer,4,,,,,
Sullivan,Callicoon 3,U.S. Senate,,REF,Wendy Long,0,,,,,
Sullivan,Callicoon 3,U.S. Senate,,LBT,Alex Merced,3,,,,,
Sullivan,Callicoon 3,U.S. Senate,,,Write-ins,0,,,,,
Sullivan,Callicoon 3,U.S. Senate,,,Void,0,,,,,
Sullivan,Callicoon 3,U.S. Senate,,,Blank,29,,,,,
Sullivan,Callicoon 3,U.S. Senate,,,Total,428,,,,,
Sullivan,Callicoon 3,U.S. House,19,DEM,Zephyr Teachout,139,,,,,
Sullivan,Callicoon 3,U.S. House,19,REP,John J. Faso,209,,,,,
Sullivan,Callicoon 3,U.S. House,19,CON,John J. Faso,33,,,,,
Sullivan,Callicoon 3,U.S. House,19,WFP,Zephyr Teachout,13,,,,,
Sullivan,Callicoon 3,U.S. House,19,IND,John J. Faso,7,,,,,
Sullivan,Callicoon 3,U.S. House,19,REF,John J. Faso,0,,,,,
Sullivan,Callicoon 3,U.S. House,19,,Write-ins,0,,,,,
Sullivan,Callicoon 3,U.S. House,19,,Void,0,,,,,
Sullivan,Callicoon 3,U.S. House,19,,Blank,27,,,,,
Sullivan,Callicoon 3,U.S. House,19,,Total,428,,,,,
Sullivan,Callicoon 3,State Senate,42,DEM,Pramilla S. Malick,101,,,,,
Sullivan,Callicoon 3,State Senate,42,REP,John J. Bonacic,233,,,,,
Sullivan,Callicoon 3,State Senate,42,CON,John J. Bonacic,35,,,,,
Sullivan,Callicoon 3,State Senate,42,IND,John J. Bonacic,12,,,,,
Sullivan,Callicoon 3,State Senate,42,REF,John J. Bonacic,2,,,,,
Sullivan,Callicoon 3,State Senate,42,,Write-ins,0,,,,,
Sullivan,Callicoon 3,State Senate,42,,Void,0,,,,,
Sullivan,Callicoon 3,State Senate,42,,Blank,45,,,,,
Sullivan,Callicoon 3,State Senate,42,,Total,428,,,,,
Sullivan,Callicoon 3,State House,100,DEM,Aileen M. Gunther,193,,,,,
Sullivan,Callicoon 3,State House,100,WFP,Aileen M. Gunther,26,,,,,
Sullivan,Callicoon 3,State House,100,IND,Aileen M. Gunther,28,,,,,
Sullivan,Callicoon 3,State House,100,,Write-ins,1,,,,,
Sullivan,Callicoon 3,State House,100,,Void,0,,,,,
Sullivan,Callicoon 3,State House,100,,Blank,180,,,,,
Sullivan,Callicoon 3,State House,100,,Total,428,,,,,
Sullivan,Cochecton 1,President,,DEM,Hillary Clinton - Tim Kaine,243,,,,,
Sullivan,Cochecton 1,President,,REP,Donald J. Trump - Michael R. Pence,446,,,,,
Sullivan,Cochecton 1,President,,CON,Donald J. Trump - Michael R. Pence,55,,,,,
Sullivan,Cochecton 1,President,,GRN,Jill Stein - Ajamu Baraka,9,,,,,
Sullivan,Cochecton 1,President,,WFP,Hillary Clinton - Tim Kaine,16,,,,,
Sullivan,Cochecton 1,President,,IND,Gary Johnson  - Bill Weld,14,,,,,
